t,o,h,l,c
1770818400,209.856,210.121,209.388,209.548
1770822000,209.553,209.614,209.198,209.44
1770825600,209.438,209.488,208.786,208.793
1770829200,208.788,208.888,208.453,208.732
1770832800,208.735,208.75,208.183,208.288
1770836400,208.29,208.516,208.281,208.509
1770840000,208.508,208.801,208.498,208.707
1770843600,208.709,208.918,208.709,208.872
1770847200,208.7,208.896,208.657,208.69
1770850800,208.688,208.822,208.6,208.798
1770854400,208.798,209.011,208.593,208.714
1770858000,208.714,208.796,208.352,208.498
1770861600,208.498,208.535,207.962,207.996
1770865200,207.994,208.02,207.637,207.968
1770868800,207.97,208.266,207.786,208.265
1770872400,208.264,208.628,208.237,208.56
1770876000,208.56,208.966,208.386,208.762
1770879600,208.738,208.796,208.39,208.63
1770883200,208.624,208.661,208.394,208.54
1770886800,208.545,208.842,208.488,208.716
1770890400,208.717,208.83,208.598,208.83
1770894000,208.828,209.314,208.78,209.258
1770897600,209.264,209.544,209.2,209.438
1770901200,209.443,209.557,209.146,209.21
1770904800,209.212,209.284,208.94,209.103
1770908400,209.105,209.133,208.348,208.428
1770912000,208.425,208.503,207.567,208.102
1770915600,208.096,208.278,207.875,208.177
1770919200,208.178,208.304,207.912,208.238
1770922800,208.24,208.396,208.182,208.313
1770926400,208.315,208.343,207.984,207.984
1770930000,207.982,208.148,207.982,208.066
1770933600,208.072,208.237,207.972,208.036
1770937200,208.036,208.182,207.928,208.08
1770940800,208.079,208.315,208,208.096
1770944400,208.094,208.786,208.084,208.705
1770948000,208.698,208.764,208.47,208.604
1770951600,208.604,208.617,208.164,208.248
1770955200,208.244,208.611,208.114,208.608
1770958800,208.607,208.656,208.349,208.539
1770962400,208.542,208.662,208.314,208.656
1770966000,208.648,208.975,208.574,208.844
1770969600,208.844,209.336,208.814,209.229
1770973200,209.236,209.326,209.1,209.119
1770976800,209.121,209.243,208.964,208.966
1770980400,208.966,208.966,208.496,208.621
1770984000,208.619,208.688,208.5,208.53
1770987600,208.529,208.77,208.468,208.682
1770991200,208.684,208.791,208.052,208.544
1770994800,208.547,208.98,208.267,208.454
1770998400,208.454,208.553,208.262,208.44
1771002000,208.438,208.665,208.267,208.558
1771005600,208.562,208.695,208.514,208.652
1771009200,208.652,208.706,208.404,208.443
1771012800,208.454,208.626,208.341,208.616
1771016400,208.62,208.622,208.37,208.533
1771192800,208.413,208.454,208.264,208.339
1771196400,208.325,208.584,208.309,208.53
1771200000,208.53,208.876,208.495,208.848
1771203600,208.85,208.902,208.694,208.776
1771207200,208.774,208.874,208.718,208.741
1771210800,208.74,208.834,208.706,208.814
1771214400,208.815,209.017,208.72,209.011
1771218000,209.01,209.012,208.88,208.949
1771221600,208.952,209.016,208.889,208.928
1771225200,208.926,209.3,208.902,209.226
1771228800,209.224,209.456,209.144,209.344
1771232400,209.344,209.644,209.306,209.548
1771236000,209.544,209.688,209.508,209.578
1771239600,209.577,209.609,209.248,209.267
1771243200,209.264,209.344,209.192,209.242
1771246800,209.241,209.257,208.972,209.05
1771250400,209.046,209.139,208.978,209.118
1771254000,209.118,209.221,209.014,209.216
1771257600,209.216,209.276,209.114,209.188
1771261200,209.188,209.274,209.142,209.142
1771264800,209.142,209.25,209.132,209.218
1771268400,209.217,209.266,209.194,209.238
1771272000,209.236,209.237,209.182,209.237
1771275600,209.235,209.26,209.16,209.26
1771279200,209.208,209.298,209.182,209.282
1771282800,209.283,209.498,209.182,209.26
1771286400,209.258,209.304,208.63,208.638
1771290000,208.634,208.91,208.508,208.536
1771293600,208.534,208.676,208.415,208.48
1771297200,208.477,208.521,208.264,208.519
1771300800,208.521,208.529,208.244,208.38
1771304400,208.385,208.412,208.048,208.133
1771308000,208.13,208.243,208.068,208.206
1771311600,208.202,208.202,207.354,207.626
1771315200,207.625,207.916,207.49,207.491
1771318800,207.49,207.918,207.486,207.816
1771322400,207.816,208.22,207.782,207.999
1771326000,207.998,208.041,207.693,207.724
1771329600,207.719,207.818,207.38,207.383
1771333200,207.378,207.556,207.238,207.308
1771336800,207.301,207.683,207.272,207.481
1771340400,207.482,207.88,207.418,207.673
1771344000,207.676,207.926,207.674,207.902
1771347600,207.902,207.941,207.769,207.904
1771351200,207.903,207.985,207.759,207.938
1771354800,207.938,208.013,207.811,207.836
1771358400,207.834,207.894,207.776,207.892
1771362000,207.894,207.988,207.816,207.988
1771365600,207.904,207.936,207.83,207.926
1771369200,207.934,208.007,207.685,207.692
1771372800,207.691,207.928,207.628,207.816
1771376400,207.812,208.052,207.772,208.048
1771380000,208.05,208.318,208.019,208.088
1771383600,208.09,208.2,208.041,208.183
1771387200,208.183,208.201,208.098,208.188
1771390800,208.188,208.242,208.068,208.076
1771394400,208.076,208.141,207.986,208.094
1771398000,208.086,208.456,208.034,208.402
1771401600,208.403,208.575,208.29,208.536
1771405200,208.536,208.73,208.531,208.683
1771408800,208.682,208.84,208.647,208.666
1771412400,208.666,208.678,208.538,208.639
1771416000,208.64,208.802,208.495,208.603
1771419600,208.605,208.732,208.501,208.63
1771423200,208.63,209.118,208.558,208.982
1771426800,208.983,209.221,208.83,208.991
1771430400,208.992,209.204,208.956,209.034
1771434000,209.034,209.096,208.901,208.96
1771437600,208.962,209.12,208.96,209.114
1771441200,209.132,209.132,208.577,208.878
1771444800,208.88,209.015,208.868,209
1771448400,209,209.048,208.885,208.904
1771452000,208.854,208.964,208.816,208.932
1771455600,208.936,208.936,208.75,208.75
1771459200,208.754,208.894,208.644,208.732
1771462800,208.73,209.158,208.73,209.13
1771466400,209.131,209.218,208.856,209.172
1771470000,209.172,209.462,209.112,209.298
1771473600,209.299,209.449,209.152,209.16
1771477200,209.16,209.474,209.152,209.464
1771480800,209.466,209.484,209.238,209.346
1771484400,209.354,209.542,209.324,209.378
1771488000,209.379,209.472,208.974,209.092
1771491600,209.093,209.325,208.884,209.064
1771495200,209.062,209.099,208.618,208.68
1771498800,208.68,208.702,208.206,208.224
1771502400,208.222,208.436,208.09,208.416
1771506000,208.416,208.656,208.284,208.628
1771509600,208.628,208.73,208.47,208.692
1771513200,208.695,208.896,208.54,208.54
1771516800,208.542,208.561,208.279,208.353
1771520400,208.352,208.562,208.279,208.541
1771524000,208.545,208.586,208.453,208.462
1771527600,208.462,208.646,208.452,208.612
1771531200,208.614,208.742,208.582,208.731
1771534800,208.733,208.852,208.66,208.686
1771538400,208.698,208.744,208.529,208.733
1771542000,208.718,208.954,208.668,208.898
1771545600,208.898,208.918,208.557,208.754
1771549200,208.762,208.896,208.594,208.622
1771552800,208.62,208.652,208.388,208.604
1771556400,208.603,208.68,208.495,208.55
1771560000,208.552,208.633,208.512,208.592
1771563600,208.592,208.829,208.554,208.802
1771567200,208.799,208.872,208.63,208.654
1771570800,208.654,209.098,208.557,209.082
1771574400,209.084,209.291,208.858,209.259
1771578000,209.26,209.503,209.234,209.272
1771581600,209.276,209.376,209.082,209.112
1771585200,209.114,209.192,208.964,209.098
1771588800,209.099,209.306,209.052,209.173
1771592400,209.178,209.616,209.146,209.604
1771596000,209.594,209.642,209.361,209.411
1771599600,209.413,209.7,209.024,209.066
1771603200,209.063,209.23,208.974,209.212
1771606800,209.216,209.28,209.064,209.086
1771610400,209.084,209.227,208.97,209.204
1771614000,209.202,209.272,209.093,209.204
1771617600,209.204,209.224,209.055,209.178
1771621200,209.176,209.194,209,209.022
1771797600,209.017,209.196,208.882,209.058
1771801200,209.058,209.068,208.762,208.864
1771804800,208.868,208.875,208.394,208.4
1771808400,208.399,208.536,208.222,208.49
1771812000,208.489,208.666,208.368,208.551
1771815600,208.556,208.676,208.507,208.522
1771819200,208.522,208.777,208.454,208.744
1771822800,208.744,208.826,208.7,208.807
1771826400,208.804,209,208.708,208.99
1771830000,208.989,209.146,208.913,208.954
1771833600,208.95,209.152,208.925,209.115
1771837200,209.113,209.207,209,209.128
1771840800,209.126,209.23,209.086,209.091
1771844400,209.09,209.166,208.933,209.006
1771848000,209.016,209.054,208.808,208.913
1771851600,208.912,208.956,208.686,208.842
1771855200,208.84,209.114,208.78,208.962
1771858800,208.96,208.99,208.32,208.398
1771862400,208.397,208.546,208.243,208.416
1771866000,208.416,208.426,208.143,208.366
1771869600,208.366,208.742,208.36,208.534
1771873200,208.536,208.632,208.508,208.57
1771876800,208.568,208.742,208.568,208.735
1771880400,208.73,208.862,208.638,208.686
1771884000,208.688,208.696,208.562,208.606
1771887600,208.592,208.762,208.546,208.73
1771891200,208.732,208.992,208.702,208.986
1771894800,208.986,209.15,208.92,209.071
1771898400,209.074,209.244,208.945,209.11
1771902000,209.11,209.25,209.082,209.23
1771905600,209.226,209.37,209.186,209.314
1771909200,209.316,209.4,209.262,209.301
1771912800,209.302,209.334,209.024,209.03
1771916400,209.031,210.469,208.983,210.396
1771920000,210.399,210.738,210.234,210.298
1771923600,210.294,210.46,210.162,210.402
1771927200,210.402,210.483,210.252,210.356
1771930800,210.351,210.36,209.993,210.228
1771934400,210.224,210.378,210.128,210.266
1771938000,210.266,210.47,210.154,210.46
1771941600,210.459,210.591,210.32,210.556
1771945200,210.552,210.848,210.444,210.709
1771948800,210.712,210.772,210.528,210.61
1771952400,210.609,210.634,210.42,210.56
1771956000,210.558,210.56,210.409,210.418
1771959600,210.424,210.457,210.328,210.332
1771963200,210.332,210.421,210.286,210.403
1771966800,210.404,210.446,210.288,210.303
1771970400,210.29,210.432,210.207,210.292
1771974000,210.288,210.43,210.222,210.41
1771977600,210.411,210.514,210.205,210.21
1771981200,210.21,210.406,210.172,210.344
1771984800,210.344,210.412,210.082,210.168
1771988400,210.169,210.802,210.013,210.564
1771992000,210.565,210.847,210.492,210.507
1771995600,210.508,210.618,210.373,210.398
1771999200,210.394,210.686,210.322,210.614
1772002800,210.636,210.936,210.538,210.909
1772006400,210.911,211.28,210.86,211.28
1772010000,211.278,211.708,211.256,211.638
1772013600,211.634,211.856,211.608,211.818
1772017200,211.82,211.831,211.513,211.756
1772020800,211.756,211.926,211.592,211.88
1772024400,211.88,212.03,211.644,211.664
1772028000,211.666,211.821,211.478,211.762
1772031600,211.76,211.76,211.479,211.628
1772035200,211.629,211.874,211.612,211.8
1772038800,211.803,212.03,211.794,211.915
1772042400,211.914,212.046,211.846,211.96
1772046000,211.961,212.123,211.913,211.991
1772049600,211.99,212.056,211.904,212.048
1772053200,212.048,212.084,212.007,212.028
1772056800,211.959,212.06,211.76,211.888
1772060400,211.888,211.94,211.668,211.73
1772064000,211.728,211.792,211.538,211.58
1772067600,211.578,211.707,211.462,211.519
1772071200,211.524,211.554,211.385,211.515
1772074800,211.518,211.524,211.334,211.394
1772078400,211.388,211.569,211.346,211.376
1772082000,211.378,211.476,211.168,211.473
1772085600,211.466,211.565,211.413,211.447
1772089200,211.46,211.629,211.33,211.397
1772092800,211.392,211.396,210.877,210.972
1772096400,210.976,211.174,210.835,211.123
1772100000,211.126,211.195,211.05,211.101
1772103600,211.102,211.286,211.084,211.162
1772107200,211.162,211.512,211.132,211.46
1772110800,211.46,211.572,211.288,211.392
1772114400,211.392,211.558,211.124,211.214
1772118000,211.214,211.374,210.633,210.882
1772121600,210.882,211.094,210.789,210.824
1772125200,210.826,210.91,210.306,210.364
1772128800,210.364,210.581,210.269,210.581
1772132400,210.582,210.69,210.544,210.582
1772136000,210.581,210.652,210.536,210.652
1772139600,210.652,210.676,210.414,210.522
1772143200,210.542,210.563,210.387,210.454
1772146800,210.448,210.45,210.229,210.279
1772150400,210.279,210.385,209.986,210.23
1772154000,210.232,210.308,210.06,210.216
1772157600,210.22,210.28,210.046,210.064
1772161200,210.063,210.24,210.061,210.169
1772164800,210.168,210.258,209.948,209.988
1772168400,209.986,210.224,209.942,210.214
1772172000,210.216,210.236,209.932,209.968
1772175600,209.97,210.578,209.964,210.526
1772179200,210.525,210.806,210.47,210.726
1772182800,210.714,210.837,210.449,210.46
1772186400,210.461,210.494,210.156,210.193
1772190000,210.194,210.202,209.952,209.96
1772193600,209.954,210.156,209.934,209.998
1772197200,210.002,210.232,209.806,209.97
1772200800,209.974,210.195,209.957,210.066
1772204400,210.063,210.164,209.819,209.819
1772208000,209.818,210.11,209.8,209.973
1772211600,209.974,210.076,209.93,210.056
1772215200,210.055,210.214,210.036,210.196
1772218800,210.194,210.332,210.11,210.33
1772222400,210.33,210.496,210.309,210.488
1772226000,210.489,210.548,210.27,210.474
1772402400,209.462,209.698,209.366,209.486
1772406000,209.487,210.074,209.474,209.979
1772409600,209.974,210.168,209.796,210.08
1772413200,210.08,210.468,210.076,210.122
1772416800,210.122,210.258,210.046,210.123
1772420400,210.122,210.274,210.086,210.214
1772424000,210.214,210.409,210.154,210.348
1772427600,210.348,210.54,210.312,210.395
1772431200,210.398,210.421,209.842,209.946
1772434800,209.944,210.062,209.512,209.764
1772438400,209.764,209.944,209.356,209.57
1772442000,209.572,209.974,209.5,209.963
1772445600,209.965,210.414,209.904,210.368
1772449200,210.37,210.632,210.278,210.524
1772452800,210.52,210.888,210.509,210.822
1772456400,210.823,211.064,210.732,210.806
1772460000,210.796,211.368,210.666,211.224
1772463600,211.241,211.388,210.763,210.919
1772467200,210.92,210.92,210.512,210.886
1772470800,210.888,211.16,210.818,211.11
1772474400,211.111,211.118,210.91,210.976
1772478000,210.974,211.113,210.939,211.03
1772481600,211.032,211.036,210.764,210.878
1772485200,210.882,211.06,210.824,210.946
1772488800,211.048,211.051,210.838,210.97
1772492400,210.97,211.002,210.778,210.871
1772496000,210.874,211.217,210.75,211.216
1772499600,211.215,211.366,210.911,210.92
1772503200,210.918,210.955,210.698,210.794
1772506800,210.797,210.874,210.671,210.75
1772510400,210.752,210.779,210.647,210.658
1772514000,210.666,210.762,210.308,210.338
1772517600,210.337,210.388,210.014,210.075
1772521200,210.078,210.086,209.771,209.924
1772524800,209.935,210.046,209.532,209.56
1772528400,209.558,209.758,209.452,209.676
1772532000,209.674,209.922,209.642,209.696
1772535600,209.695,209.915,209.43,209.608
1772539200,209.61,210.119,209.56,210.019
1772542800,210.018,210.098,209.764,209.897
1772546400,209.897,210.18,209.508,209.52
1772550000,209.519,210.064,209.226,209.962
1772553600,209.958,210.218,209.913,210.174
1772557200,210.174,210.388,209.946,210.286
1772560800,210.288,210.536,210.259,210.526
1772564400,210.526,210.626,210.392,210.574
1772568000,210.575,210.683,210.481,210.668
1772571600,210.666,210.748,210.611,210.625
1772575200,210.423,210.536,210.343,210.41
1772578800,210.416,210.698,210.411,210.643
1772582400,210.65,210.686,209.975,210.002
1772586000,210.004,210.198,209.8,209.996
1772589600,209.995,210.178,209.944,210.082
1772593200,210.082,210.122,209.872,209.97
1772596800,209.962,209.98,209.497,209.508
1772600400,209.508,209.921,209.5,209.848
1772604000,209.864,210.042,209.736,209.91
1772607600,209.921,210.457,209.81,210.364
1772611200,210.36,210.388,209.96,209.964
1772614800,209.96,210.336,209.858,210.034
1772618400,210.032,210.456,210.006,210.427
1772622000,210.428,210.57,210.15,210.332
1772625600,210.334,210.347,209.978,210.048
1772629200,210.052,210.31,210.014,210.192
1772632800,210.192,210.491,210.082,210.124
1772636400,210.125,210.399,209.966,209.985
1772640000,209.988,210.058,209.726,209.791
1772643600,209.792,209.822,209.491,209.738
1772647200,209.741,209.844,209.687,209.822
1772650800,209.821,209.997,209.76,209.99
1772654400,209.989,210.165,209.938,210.13
1772658000,210.13,210.156,209.962,210.012
1772661600,209.962,210.111,209.942,209.954
1772665200,209.954,210.011,209.87,209.873
1772668800,209.874,209.875,209.519,209.554
1772672400,209.553,209.715,209.364,209.551
1772676000,209.548,209.762,209.464,209.752
1772679600,209.748,209.778,209.342,209.447
1772683200,209.444,209.563,209.385,209.534
1772686800,209.538,209.62,209.28,209.291
1772690400,209.292,209.407,209.189,209.378
1772694000,209.379,209.818,209.379,209.812
1772697600,209.812,209.826,209.364,209.592
1772701200,209.592,209.927,209.548,209.885
1772704800,209.885,210.014,209.714,209.991
1772708400,209.992,210.266,209.964,210.202
1772712000,210.203,210.466,210.166,210.458
1772715600,210.455,210.572,210.346,210.546
1772719200,210.538,210.626,210.176,210.263
1772722800,210.266,210.282,209.896,209.996
1772726400,209.99,210.031,209.788,209.883
1772730000,209.891,210.318,209.852,210.202
1772733600,210.198,210.476,210.125,210.28
1772737200,210.278,210.32,210.186,210.208
1772740800,210.208,210.47,210.204,210.445
1772744400,210.446,210.488,210.362,210.466
1772748000,210.431,210.448,210.2,210.378
1772751600,210.377,210.507,210.289,210.449
1772755200,210.447,210.524,210.267,210.372
1772758800,210.374,210.574,210.354,210.48
1772762400,210.488,210.604,210.476,210.514
1772766000,210.512,210.602,210.474,210.593
1772769600,210.594,210.738,210.58,210.692
1772773200,210.694,210.906,210.685,210.822
1772776800,210.824,210.996,210.748,210.86
1772780400,210.86,210.904,210.59,210.62
1772784000,210.62,210.79,210.526,210.707
1772787600,210.706,210.718,210.268,210.338
1772791200,210.339,210.64,210.308,210.626
1772794800,210.625,210.657,210.366,210.376
1772798400,210.377,210.717,210.318,210.565
1772802000,210.566,210.944,210.504,210.581
1772805600,210.58,210.812,210.289,210.344
1772809200,210.344,210.906,210.322,210.528
1772812800,210.527,211.244,210.526,211.204
1772816400,211.205,211.363,211.146,211.25
1772820000,211.25,211.406,211.126,211.266
1772823600,211.264,211.368,211.241,211.342
1772827200,211.351,211.494,211.312,211.462
1772830800,211.456,211.68,211.348,211.637
1773003600,210.885,211.148,210.873,210.931
1773007200,210.93,211.144,210.771,210.85
1773010800,210.85,210.89,210.606,210.762
1773014400,210.764,211.054,210.662,211.01
1773018000,211.018,211.024,210.744,210.843
1773021600,210.843,211.207,210.843,211.156
1773025200,211.158,211.308,211.093,211.211
1773028800,211.212,211.392,211.039,211.068
1773032400,211.066,211.374,210.998,211.177
1773036000,211.178,211.356,211.072,211.156
1773039600,211.167,211.497,211.093,211.462
1773043200,211.464,211.492,211.038,211.283
1773046800,211.284,211.516,211.136,211.342
1773050400,211.34,211.486,211.234,211.464
1773054000,211.467,211.581,211.406,211.519
1773057600,211.517,211.788,211.461,211.736
1773061200,211.738,211.84,211.598,211.732
1773064800,211.734,211.946,211.496,211.882
1773068400,211.882,212.052,211.62,211.722
1773072000,211.72,211.967,211.716,211.764
1773075600,211.763,211.99,211.738,211.94
1773079200,211.942,212.082,211.94,212.017
1773082800,212.019,212.188,211.849,211.993
1773086400,211.996,212.106,211.788,211.945
1773090000,211.96,212.068,211.828,211.938
1773093600,211.996,212.071,211.932,211.979
1773097200,211.98,212.038,211.894,211.936
1773100800,211.936,212.028,211.706,211.732
1773104400,211.728,211.832,211.594,211.71
1773108000,211.71,211.824,211.674,211.817
1773111600,211.816,211.932,211.773,211.832
1773115200,211.832,211.88,211.745,211.816
1773118800,211.816,211.904,211.688,211.812
1773122400,211.812,212.02,211.74,211.91
1773126000,211.926,212.096,211.83,212.002
1773129600,211.995,212.267,211.968,212.253
1773133200,212.258,212.306,212.099,212.176
1773136800,212.176,212.298,212.143,212.207
1773140400,212.212,212.344,212.144,212.152
1773144000,212.151,212.278,212.072,212.128
1773147600,212.125,212.404,212.068,212.267
1773151200,212.268,212.39,212.176,212.368
1773154800,212.366,212.418,212.098,212.1
1773158400,212.1,212.214,212.017,212.14
1773162000,212.14,212.232,212.087,212.172
1773165600,212.171,212.234,211.988,211.998
1773169200,212,212.185,211.981,212.062
1773172800,212.064,212.106,211.997,212.078
1773176400,212.086,212.183,212.05,212.126
1773180000,212.108,212.168,212.041,212.156
1773183600,212.156,212.217,212.102,212.176
1773187200,212.176,212.529,212.134,212.47
1773190800,212.472,212.857,212.469,212.818
1773194400,212.818,212.892,212.764,212.851
1773198000,212.852,212.87,212.744,212.81
1773201600,212.81,212.895,212.714,212.724
1773205200,212.724,212.794,212.642,212.718
1773208800,212.72,212.72,212.369,212.492
1773212400,212.487,212.656,212.399,212.58
1773216000,212.581,212.694,212.437,212.686
1773219600,212.682,212.718,212.398,212.61
1773223200,212.61,212.886,212.565,212.834
1773226800,212.83,212.979,212.728,212.836
1773230400,212.835,212.918,212.456,212.526
1773234000,212.528,212.762,212.48,212.661
1773237600,212.658,213.077,212.634,213.016
1773241200,213.017,213.058,212.752,212.8
1773244800,212.801,213.043,212.764,213.001
1773248400,213,213.198,212.974,213.02
1773252000,213.02,213.224,213,213.209
1773255600,213.207,213.308,213.166,213.282
1773259200,213.282,213.286,213.168,213.209
1773262800,213.137,213.178,213.028,213.09
1773266400,213.126,213.162,212.87,212.882
1773270000,212.883,213.015,212.818,212.899
1773273600,212.897,213.034,212.746,212.758
1773277200,212.758,212.812,212.652,212.686
1773280800,212.688,212.782,212.618,212.673
1773284400,212.674,212.684,212.57,212.649
1773288000,212.641,212.706,212.622,212.636
1773291600,212.636,212.718,212.566,212.713
1773295200,212.714,212.752,212.58,212.632
1773298800,212.632,212.775,212.557,212.671
1773302400,212.678,212.686,212.494,212.572
1773306000,212.574,212.688,212.524,212.63
1773309600,212.629,212.638,212.468,212.566
1773313200,212.566,212.689,212.538,212.612
1773316800,212.614,212.658,212.442,212.573
1773320400,212.574,212.75,212.53,212.562
1773324000,212.562,212.706,212.514,212.622
1773327600,212.618,212.652,212.414,212.52
1773331200,212.52,212.702,212.447,212.515
1773334800,212.516,212.788,212.514,212.784
1773338400,212.784,212.874,212.67,212.687
1773342000,212.686,212.77,212.642,212.728
1773345600,212.73,212.762,212.624,212.64
1773349200,212.544,212.792,212.49,212.68
1773352800,212.718,212.78,212.555,212.63
1773356400,212.629,212.717,212.562,212.618
1773360000,212.62,212.702,212.434,212.601
1773363600,212.602,212.728,212.594,212.725
1773367200,212.726,212.822,212.634,212.679
1773370800,212.678,212.718,212.601,212.685
1773374400,212.688,212.882,212.576,212.648
1773378000,212.647,212.65,212.414,212.558
1773381600,212.563,212.568,212.227,212.296
1773385200,212.296,212.302,211.654,211.735
1773388800,211.732,211.732,211.288,211.29
1773392400,211.292,211.62,211.262,211.51
1773396000,211.51,211.624,211.316,211.374
1773399600,211.372,211.468,211.138,211.138
1773403200,211.136,211.528,211.1,211.46
1773406800,211.462,211.538,211.254,211.298
1773410400,211.294,211.444,211.137,211.254
1773414000,211.252,211.367,211.15,211.213
1773417600,211.211,211.394,211.188,211.394
1773421200,211.394,211.517,211.346,211.375
1773424800,211.376,211.482,211.32,211.413
1773428400,211.414,211.414,211.186,211.21
1773432000,211.21,211.254,211.077,211.224
1773608400,211.317,211.384,210.994,211.287
1773612000,211.294,211.379,211.151,211.202
1773615600,211.204,211.401,211.128,211.37
1773619200,211.362,211.426,211.18,211.288
1773622800,211.288,211.404,211.24,211.382
1773626400,211.39,211.568,211.361,211.518
1773630000,211.52,211.581,211.48,211.523
1773633600,211.52,211.594,211.434,211.44
1773637200,211.442,211.488,211.138,211.138
1773640800,211.14,211.211,210.95,211.07
1773644400,211.072,211.082,210.812,210.959
1773648000,210.958,211.182,210.91,211.175
1773651600,211.174,211.222,211.024,211.062
1773655200,211.058,211.355,211.046,211.33
1773658800,211.331,211.37,211.238,211.32
1773662400,211.319,211.373,211.211,211.296
1773666000,211.294,211.58,211.28,211.514
1773669600,211.512,211.674,211.392,211.622
1773673200,211.622,211.938,211.622,211.896
1773676800,211.898,211.95,211.724,211.878
1773680400,211.878,212.007,211.856,211.866
1773684000,211.867,211.994,211.859,211.936
1773687600,211.934,212.12,211.933,212.093
1773691200,212.096,212.108,211.834,211.836
1773694800,211.85,211.93,211.779,211.888
1773698400,211.884,211.902,211.784,211.84
1773702000,211.838,211.934,211.812,211.852
1773705600,211.852,211.952,211.808,211.934
1773709200,211.938,212.128,211.893,212.08
1773712800,212.074,212.146,212.04,212.052
1773716400,212.053,212.12,211.95,211.976
1773720000,211.972,212.03,211.91,211.966
1773723600,211.967,212.042,211.834,211.852
1773727200,211.856,211.885,211.638,211.788
1773730800,211.791,212.008,211.74,211.868
1773734400,211.868,212.087,211.658,212.076
1773738000,212.072,212.238,212.053,212.21
1773741600,212.206,212.276,211.986,212.019
1773745200,212.02,212.119,211.827,211.882
1773748800,211.884,212.087,211.845,212.034
1773752400,212.034,212.178,211.974,212.048
1773756000,212.048,212.256,212.025,212.154
1773759600,212.153,212.274,212.094,212.196
1773763200,212.194,212.224,212.025,212.151
1773766800,212.15,212.38,212.15,212.366
1773770400,212.367,212.44,212.334,212.424
1773774000,212.428,212.492,212.365,212.387
1773777600,212.385,212.425,212.348,212.36
1773781200,212.418,212.478,212.25,212.43
1773784800,212.404,212.42,212.304,212.38
1773788400,212.378,212.397,212.23,212.269
1773792000,212.27,212.498,212.14,212.386
1773795600,212.388,212.45,212.296,212.339
1773799200,212.336,212.35,212.152,212.198
1773802800,212.198,212.33,212.186,212.316
1773806400,212.314,212.339,212.175,212.234
1773810000,212.233,212.272,212.108,212.216
1773813600,212.216,212.228,212.044,212.158
1773817200,212.164,212.287,211.957,212.027
1773820800,212.03,212.253,212.005,212.208
1773824400,212.205,212.352,212.194,212.312
1773828000,212.315,212.432,212.258,212.372
1773831600,212.371,212.496,212.318,212.39
1773835200,212.392,212.452,212.221,212.298
1773838800,212.302,212.54,212.282,212.54
1773842400,212.542,212.64,212.197,212.448
1773846000,212.45,212.574,212.338,212.472
1773849600,212.469,212.664,212.444,212.659
1773853200,212.661,212.732,212.55,212.684
1773856800,212.682,212.688,212.269,212.274
1773860400,212.278,212.332,212.128,212.206
1773864000,212.206,212.239,211.904,211.95
1773867600,211.97,212.091,211.865,211.954
1773871200,211.948,212,211.808,211.858
1773874800,211.86,211.997,211.844,211.986
1773878400,211.992,212.276,211.972,212.274
1773882000,212.274,212.354,212.077,212.09
1773885600,212.09,212.252,211.998,212.152
1773889200,212.153,212.222,212.012,212.024
1773892800,212.022,212.022,211.836,211.905
1773896400,211.902,211.983,211.82,211.844
1773900000,211.852,212.006,211.771,211.852
1773903600,211.846,211.882,211.162,211.205
1773907200,211.203,211.309,210.852,210.974
1773910800,210.976,211.53,210.974,211.436
1773914400,211.436,211.466,211.25,211.305
1773918000,211.306,211.454,211.156,211.446
1773921600,211.428,211.708,211.279,211.337
1773925200,211.328,211.432,210.803,211.238
1773928800,211.241,211.654,211.104,211.654
1773932400,211.654,211.91,211.24,211.328
1773936000,211.329,211.472,211.176,211.298
1773939600,211.3,211.618,211.291,211.528
1773943200,211.528,211.654,211.48,211.614
1773946800,211.614,212.16,211.614,211.732
1773950400,211.733,211.89,211.678,211.816
1773954000,211.825,212.01,211.71,211.896
1773957600,211.896,212.008,211.864,211.969
1773961200,211.968,212.078,211.946,212.016
1773964800,212.024,212.078,211.811,211.916
1773968400,211.916,212.15,211.822,212.118
1773972000,212.12,212.366,212.12,212.318
1773975600,212.319,212.342,212.223,212.307
1773979200,212.306,212.346,212.272,212.275
1773982800,212.277,212.355,212.262,212.3
1773986400,212.301,212.397,212.282,212.326
1773990000,212.33,212.695,212.284,212.546
1773993600,212.544,212.778,212.54,212.655
1773997200,212.654,212.7,212.51,212.554
1774000800,212.554,212.58,212.275,212.353
1774004400,212.349,212.486,212.238,212.409
1774008000,212.41,212.626,212.296,212.36
1774011600,212.36,212.44,212.19,212.314
1774015200,212.315,212.347,211.764,211.772
1774018800,211.774,212.238,211.758,211.84
1774022400,211.838,212.244,211.83,212.198
1774026000,212.2,212.423,212.189,212.356
1774029600,212.359,212.608,212.347,212.358
1774033200,212.36,212.52,212.228,212.413
1774036800,212.412,212.536,212.391,212.434
1774213200,212.152,212.236,211.851,211.993
1774216800,212.019,212.308,211.985,212.246
1774220400,212.244,212.296,212.11,212.218
1774224000,212.22,212.455,212.025,212.455
1774227600,212.456,212.75,212.418,212.635
1774231200,212.64,212.704,212.426,212.486
1774234800,212.486,212.586,212.264,212.316
1774238400,212.317,212.421,212.257,212.382
1774242000,212.384,212.43,212.227,212.254
1774245600,212.256,212.278,211.926,211.94
1774249200,211.94,212.234,211.861,212.09
