t,o,h,l,c
1767880800,156.966,157.072,156.941,156.974
1767884400,156.974,157.056,156.853,156.865
1767888000,156.866,156.986,156.848,156.904
1767891600,156.902,156.908,156.775,156.811
1767895200,156.81,156.894,156.796,156.894
1767898800,156.894,156.985,156.892,156.966
1767902400,156.967,156.994,156.916,156.954
1767906000,156.956,156.992,156.818,156.882
1767909600,156.846,156.874,156.795,156.859
1767913200,156.858,156.932,156.834,156.87
1767916800,156.87,157.062,156.868,157.006
1767920400,157.006,157.17,156.992,157.162
1767924000,157.163,157.261,157.122,157.184
1767927600,157.183,157.242,157.158,157.238
1767931200,157.24,157.297,157.195,157.214
1767934800,157.213,157.392,157.213,157.378
1767938400,157.377,157.44,157.34,157.402
1767942000,157.403,157.572,157.388,157.48
1767945600,157.48,157.67,157.458,157.646
1767949200,157.646,157.736,157.576,157.709
1767952800,157.712,157.724,157.638,157.654
1767956400,157.65,157.682,157.566,157.579
1767960000,157.578,157.71,157.562,157.648
1767963600,157.648,157.841,157.374,157.49
1767967200,157.49,158.054,157.371,157.929
1767970800,157.93,158.188,157.819,157.87
1767974400,157.871,158.132,157.83,158.078
1767978000,158.079,158.106,157.99,158.053
1767981600,158.054,158.068,157.864,157.917
1767985200,157.916,157.927,157.835,157.886
1767988800,157.886,157.912,157.858,157.889
1767992400,157.886,157.963,157.861,157.933
1768168800,158.076,158.119,158.018,158.064
1768172400,158.059,158.184,157.982,158.139
1768176000,158.138,158.21,157.557,157.576
1768179600,157.573,157.756,157.517,157.751
1768183200,157.749,158.077,157.67,158.051
1768186800,158.05,158.122,157.944,158.122
1768190400,158.122,158.186,158.117,158.12
1768194000,158.12,158.152,157.998,158.007
1768197600,158.007,158.07,157.964,158.014
1768201200,158.014,158.034,157.802,157.846
1768204800,157.846,157.865,157.676,157.78
1768208400,157.779,157.902,157.724,157.895
1768212000,157.896,157.963,157.834,157.854
1768215600,157.854,157.929,157.788,157.896
1768219200,157.898,157.959,157.812,157.858
1768222800,157.856,157.898,157.709,157.844
1768226400,157.845,158.049,157.834,157.939
1768230000,157.94,157.977,157.854,157.974
1768233600,157.974,158.159,157.944,158.156
1768237200,158.157,158.174,158.065,158.088
1768240800,158.088,158.146,158.054,158.132
1768244400,158.134,158.151,158.094,158.14
1768248000,158.14,158.201,158.116,158.186
1768251600,158.186,158.196,158.124,158.16
1768255200,158.128,158.14,158.08,158.114
1768258800,158.115,158.176,157.898,157.978
1768262400,157.977,158.288,157.962,158.162
1768266000,158.162,158.504,158.16,158.485
1768269600,158.484,158.69,158.337,158.672
1768273200,158.671,158.827,158.645,158.814
1768276800,158.814,158.922,158.628,158.72
1768280400,158.72,158.831,158.71,158.786
1768284000,158.786,158.974,158.745,158.76
1768287600,158.761,158.954,158.734,158.944
1768291200,158.944,159.05,158.87,158.938
1768294800,158.938,159.02,158.818,158.891
1768298400,158.892,158.946,158.803,158.806
1768302000,158.806,158.946,158.805,158.858
1768305600,158.857,158.936,158.842,158.894
1768309200,158.894,158.958,158.583,158.882
1768312800,158.884,158.999,158.804,158.916
1768316400,158.916,159.092,158.858,158.925
1768320000,158.928,159.192,158.907,159.069
1768323600,159.068,159.142,158.978,159.024
